Date,Time,Open,High,Low,Close,Volume
01/06/2025,3:00 PM,19.9332,20.02,19.61,19.6353,1648892
01/06/2025,3:15 PM,19.625,20.14,19.5505,20.035,2551000
01/06/2025,3:30 PM,20.0301,20.18,19.78,20.0239,2440432
01/06/2025,3:45 PM,20.02,20.15,19.9,19.9799,1892172
01/06/2025,4:00 PM,19.975,19.99,19.5,19.51,3523807
01/07/2025,9:45 AM,19.8,20.1,18.63,19.616,10754667
01/07/2025,10:00 AM,19.6001,19.98,18.04,18.29,9013116
01/07/2025,10:15 AM,18.28,18.65,17.55,18.395,9599904
01/07/2025,10:30 AM,18.3907,18.485,18.1,18.1288,3514827
01/07/2025,10:45 AM,18.12,18.28,17.8,18.085,5460593
01/07/2025,11:00 AM,18.0701,18.23,17.9,17.9301,2407963
01/07/2025,11:15 AM,17.936,18.2,17.7,18.075,3683937
01/07/2025,11:30 AM,18.08,18.63,18,18.56,3000374
01/07/2025,11:45 AM,18.56,18.58,18.1,18.122,1577510
01/07/2025,12:00 PM,18.13,18.14,17.8001,17.81,2435276
01/07/2025,12:15 PM,17.81,18.09,17.8012,17.8901,1316057
01/07/2025,12:30 PM,17.895,17.99,17.81,17.92,995559
01/07/2025,12:45 PM,17.92,18.13,17.9001,17.945,926473
01/07/2025,1:00 PM,17.949,18.3,17.7,18.265,2793477
01/07/2025,1:15 PM,18.265,18.42,18.06,18.3558,1426773
01/07/2025,1:30 PM,18.3582,18.6,18.31,18.41,1657527
01/07/2025,1:45 PM,18.4031,18.4031,18.2,18.25,810940
01/07/2025,2:00 PM,18.25,18.3,18.171,18.2999,505825
01/07/2025,2:15 PM,18.2814,18.9099,18.26,18.79,2520752
01/07/2025,2:30 PM,18.7972,19.05,18.6,18.91,2298217
01/07/2025,2:45 PM,18.9,18.99,18.52,18.745,1487445
01/07/2025,3:00 PM,18.7512,18.88,18.585,18.635,1039263
01/07/2025,3:15 PM,18.6399,18.65,18.32,18.355,1163011
01/07/2025,3:30 PM,18.355,18.52,18.26,18.3315,1001628
01/07/2025,3:45 PM,18.335,18.67,18.21,18.44,1429665
01/07/2025,4:00 PM,18.45,18.49,18.2,18.38,1992607
"The data and information in this spreadsheet is provided to you solely for"
"your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor"
"should it be construed as an offer to sell, a solicitation of an offer to buy"
"or a recommendation for any security by Fidelity or any third party. Data"
"and information shown is based on information known to Fidelity as of"
"the date it was exported and is subject to change. It should not be used in"
"place of your account statements or trade confirmations and is not"
"intended for tax reporting purposes. For more information on the data"
"included in this spreadsheet, including any limitations thereof, go to"
"Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC, 900"
"Salem Street, Smithfield, RI 02917. Custody and other services provided"
"by National Financial Services LLC. Both are Fidelity Investment"
"companies and members SIPC, NYSE."

Date downloaded 01/07/2025 04:00 PM
